hotel_name,year_int,sentiment_score
1908 Lisboa Hotel,2017,4.346153846153846
1908 Lisboa Hotel,2018,4.475
1908 Lisboa Hotel,2019,4.724409448818897
1908 Lisboa Hotel,2020,4.607142857142857
1908 Lisboa Hotel,2021,4.7
1908 Lisboa Hotel,2022,4.714285714285714
1908 Lisboa Hotel,2023,4.696428571428571
1908 Lisboa Hotel,2024,4.694444444444445
1908 Lisboa Hotel,2025,4.784313725490196
1e Carvoeiro,2009,5.0
1e Carvoeiro,2010,5.0
1e Carvoeiro,2011,4.0
1e Carvoeiro,2012,3.6666666666666665
1e Carvoeiro,2013,4.2727272727272725
1e Carvoeiro,2014,4.4
1e Carvoeiro,2015,4.181818181818182
1e Carvoeiro,2016,4.0
1e Carvoeiro,2017,4.1
1e Carvoeiro,2018,4.190476190476191
1e Carvoeiro,2019,3.9444444444444446
1e Carvoeiro,2020,4.5
1e Carvoeiro,2021,4.8
1e Carvoeiro,2022,4.166666666666667
1e Carvoeiro,2023,4.6
1e Carvoeiro,2024,3.8
1e Carvoeiro,2025,4.4
7 Cidades Lake Lodge,2016,4.416666666666667
7 Cidades Lake Lodge,2017,4.8
7 Cidades Lake Lodge,2018,5.0
7 Cidades Lake Lodge,2019,4.5
7 Cidades Lake Lodge,2022,4.333333333333333
7 Cidades Lake Lodge,2023,4.0
7 Cidades Lake Lodge,2024,4.0
A Casa Formosa,2011,5.0
A Casa Formosa,2012,4.357142857142857
A Casa Formosa,2013,4.684210526315789
A Casa Formosa,2014,4.0
Algarve Surf Hostel - Lagos,2011,4.666666666666667
Algarve Surf Hostel - Lagos,2012,4.628571428571429
Algarve Surf Hostel - Lagos,2013,4.864864864864865
Algarve Surf Hostel - Lagos,2014,4.771929824561403
Algarve Surf Hostel - Lagos,2015,4.825
Algarve Surf Hostel - Lagos,2016,4.705882352941177
Algarve Surf Hostel - Lagos,2017,4.705882352941177
Algarve Surf Hostel - Lagos,2018,4.870967741935484
Algarve Surf Hostel - Lagos,2019,4.95
Algarve Surf Hostel - Lagos,2020,4.923076923076923
Algarve Surf Hostel - Lagos,2025,4.0
Altis BelÃ©m Hotel & Spa,2009,5.0
Altis BelÃ©m Hotel & Spa,2010,4.05
Altis BelÃ©m Hotel & Spa,2011,4.32
Altis BelÃ©m Hotel & Spa,2012,4.340909090909091
Altis BelÃ©m Hotel & Spa,2013,4.267857142857143
Altis BelÃ©m Hotel & Spa,2014,4.178571428571429
Altis BelÃ©m Hotel & Spa,2015,4.408163265306122
Altis BelÃ©m Hotel & Spa,2016,4.384615384615385
Altis BelÃ©m Hotel & Spa,2017,4.444444444444445
Altis BelÃ©m Hotel & Spa,2018,4.222222222222222
Altis BelÃ©m Hotel & Spa,2019,4.483516483516484
Altis BelÃ©m Hotel & Spa,2020,4.193548387096774
Altis BelÃ©m Hotel & Spa,2021,4.666666666666667
Altis BelÃ©m Hotel & Spa,2022,4.55
Altis BelÃ©m Hotel & Spa,2023,4.448275862068965
Altis BelÃ©m Hotel & Spa,2024,4.666666666666667
Altis BelÃ©m Hotel & Spa,2025,4.555555555555555
Apartamentos Bellevue Nr. 1,2007,4.0
Apartamentos Bellevue Nr. 1,2008,5.0
Apartamentos Bellevue Nr. 1,2009,3.75
Apartamentos Bellevue Nr. 1,2010,4.666666666666667
Apartamentos Bellevue Nr. 1,2011,4.625
Apartamentos Bellevue Nr. 1,2012,4.5
Apartamentos Bellevue Nr. 1,2013,4.217391304347826
Apartamentos Bellevue Nr. 1,2014,4.476190476190476
Apartamentos Bellevue Nr. 1,2015,4.419354838709677
Apartamentos Bellevue Nr. 1,2016,4.361111111111111
Apartamentos Bellevue Nr. 1,2017,4.875
Apartamentos Bellevue Nr. 1,2018,4.416666666666667
Apartamentos Bellevue Nr. 1,2019,4.8
Apartamentos Bellevue Nr. 1,2020,5.0
Apartamentos Bellevue Nr. 1,2021,3.6666666666666665
Apartamentos Bellevue Nr. 1,2022,5.0
Apartamentos Bellevue Nr. 1,2023,5.0
Apartamentos Bellevue Nr. 1,2024,3.0
Apartamentos Bellevue Nr. 1,2025,3.6666666666666665
Aparthotel Porto Historico,2014,5.0
Aparthotel Porto Historico,2018,4.0
Aparthotel Porto Historico,2022,4.0
Aparthotel Porto Historico,2023,5.0
Artbeat Rooms,2010,4.0
Artbeat Rooms,2011,4.75
Artbeat Rooms,2012,4.666666666666667
Artbeat Rooms,2013,4.833333333333333
Artbeat Rooms,2014,4.5
Artbeat Rooms,2015,4.625
Artbeat Rooms,2016,4.785714285714286
Artbeat Rooms,2017,4.666666666666667
Artbeat Rooms,2018,4.6
Artbeat Rooms,2019,4.333333333333333
Artbeat Rooms,2020,5.0
BJB Alojamentos,2016,4.5
BJB Alojamentos,2017,4.5
BJB Alojamentos,2018,4.333333333333333
BJB Alojamentos,2019,5.0
Belmar Spa & Beach Resort,2011,4.0
Belmar Spa & Beach Resort,2012,4.06
Belmar Spa & Beach Resort,2013,4.246753246753247
Belmar Spa & Beach Resort,2014,4.0144927536231885
Belmar Spa & Beach Resort,2015,4.096774193548387
Belmar Spa & Beach Resort,2016,4.007936507936508
Belmar Spa & Beach Resort,2017,3.90625
Belmar Spa & Beach Resort,2018,3.7636363636363637
Belmar Spa & Beach Resort,2019,3.9318181818181817
Belmar Spa & Beach Resort,2020,3.5555555555555554
Belmar Spa & Beach Resort,2021,4.125
Belmar Spa & Beach Resort,2022,4.027777777777778
Belmar Spa & Beach Resort,2023,3.9761904761904763
Belmar Spa & Beach Resort,2024,4.293814432989691
Belmar Spa & Beach Resort,2025,4.238095238095238
"Borralha Hotel, Restaurante & Spa",2017,4.0
"Borralha Hotel, Restaurante & Spa",2018,4.5
"Borralha Hotel, Restaurante & Spa",2019,4.0
"Borralha Hotel, Restaurante & Spa",2023,4.0
"Borralha Hotel, Restaurante & Spa",2024,4.125
"Borralha Hotel, Restaurante & Spa",2025,4.0
Bura Surfhouse,2013,4.730769230769231
Bura Surfhouse,2014,4.5
Bura Surfhouse,2015,4.45945945945946
Bura Surfhouse,2016,4.913043478260869
Bura Surfhouse,2017,4.035714285714286
Bura Surfhouse,2018,4.739130434782608
Bura Surfhouse,2019,4.708333333333333
Bura Surfhouse,2020,4.833333333333333
Bura Surfhouse,2021,4.666666666666667
Bura Surfhouse,2022,2.0
Bura Surfhouse,2023,5.0
Bura Surfhouse,2025,4.0
C'alma D'alentejo,2024,4.75
C'alma D'alentejo,2025,5.0
Cabanas da Viscondessa,2020,5.0
Cabanas da Viscondessa,2021,5.0
Cabanas da Viscondessa,2023,3.0
Cabanas da Viscondessa,2024,4.75
Cabanas da Viscondessa,2025,5.0
Camping Quinta Valbom,2024,4.777777777777778
Camping Quinta Valbom,2025,4.5
Camping Villa Park Zambujeira do Mar,2016,4.2
Camping Villa Park Zambujeira do Mar,2017,4.6
Camping Villa Park Zambujeira do Mar,2018,4.0
Camping Villa Park Zambujeira do Mar,2019,4.25
Camping Villa Park Zambujeira do Mar,2020,4.0
Camping Villa Park Zambujeira do Mar,2023,4.5
Camping Villa Park Zambujeira do Mar,2024,3.8
Camping Villa Park Zambujeira do Mar,2025,3.5555555555555554
Candeias do Souto,2016,5.0
Candeias do Souto,2022,4.0
Candeias do Souto,2023,4.0
Candeias do Souto,2024,4.666666666666667
Canto de Luz,2014,4.666666666666667
Canto de Luz,2015,4.909090909090909
Canto de Luz,2016,4.944444444444445
Canto de Luz,2017,4.892857142857143
Canto de Luz,2018,4.821428571428571
Canto de Luz,2019,4.866666666666666
Canto de Luz,2020,4.642857142857143
Canto de Luz,2021,4.868421052631579
Canto de Luz,2022,4.911111111111111
Canto de Luz,2023,4.780701754385965
Canto de Luz,2024,4.704081632653061
Canto de Luz,2025,4.684210526315789
Captain's Log House,2011,4.75
Captain's Log House,2012,4.84375
Captain's Log House,2013,4.767441860465116
Captain's Log House,2014,4.754716981132075
Captain's Log House,2015,4.84375
Captain's Log House,2016,4.785714285714286
Captain's Log House,2017,5.0
Captain's Log House,2018,5.0
Captain's Log House,2019,5.0
Captain's Log House,2020,5.0
Captain's Log House,2021,4.0
Captain's Log House,2022,5.0
Captain's Log House,2025,5.0
Cardeal Suites & Apartments,2021,4.666666666666667
Cardeal Suites & Apartments,2022,5.0
Cardeal Suites & Apartments,2023,4.9
Cardeal Suites & Apartments,2024,4.9
Cardeal Suites & Apartments,2025,4.714285714285714
Casa Areias Apartamentos,2020,5.0
Casa Areias Apartamentos,2021,5.0
Casa Areias Apartamentos,2022,3.3333333333333335
Casa Areias Apartamentos,2023,5.0
Casa Areias Apartamentos,2025,5.0
Casa Da Piedade,2013,4.666666666666667
Casa Da Piedade,2014,4.333333333333333
Casa Da Piedade,2015,4.0
Casa Da Piedade,2016,4.0
Casa Da Piedade,2019,4.0
Casa Da Piedade,2021,4.0
Casa Da Piedade,2022,5.0
Casa Da Piedade,2023,5.0
Casa Da Piedade,2024,5.0
Casa Das Muralhas,2019,5.0
Casa Das Muralhas,2020,5.0
Casa Das Muralhas,2021,5.0
Casa Das Muralhas,2022,5.0
Casa Das Muralhas,2023,4.25
Casa Das Muralhas,2024,4.5
Casa Das Muralhas,2025,4.5
Casa Do Rio Wine Hotel,2016,4.583333333333333
Casa Do Rio Wine Hotel,2017,4.769230769230769
Casa Do Rio Wine Hotel,2018,4.6
Casa Do Rio Wine Hotel,2019,4.5
Casa Do Rio Wine Hotel,2020,5.0
Casa Do Rio Wine Hotel,2021,4.666666666666667
Casa Do Rio Wine Hotel,2022,4.5
Casa Do Rio Wine Hotel,2023,4.5
Casa Do Rio Wine Hotel,2024,4.75
Casa Do Rio Wine Hotel,2025,5.0
Casa Holstein,2017,5.0
Casa Holstein,2018,4.36
Casa Holstein,2019,4.461538461538462
Casa Holstein,2020,4.5
Casa Holstein,2021,4.75
Casa Holstein,2022,3.857142857142857
Casa Holstein,2023,4.285714285714286
Casa Holstein,2024,3.6666666666666665
Casa Holstein,2025,4.5
Casa Hospedes Celeste,2010,5.0
Casa Hospedes Celeste,2011,4.0
Casa Hospedes Celeste,2012,4.0
Casa Hospedes Celeste,2013,5.0
Casa Hospedes Celeste,2014,4.0
Casa Hospedes Celeste,2015,4.5
Casa Hospedes Celeste,2016,4.333333333333333
Casa Hospedes Celeste,2017,4.833333333333333
Casa Hospedes Celeste,2018,4.75
Casa Hospedes Celeste,2019,3.5
Casa Hospedes Celeste,2024,5.0
Casa Hospedes Celeste,2025,5.0
Casa Lagoa,2021,5.0
Casa Lagoa,2022,5.0
Casa Lagoa,2023,5.0
Casa Lagoa,2025,5.0
Casa Mitchell Apartments,2005,4.5
Casa Mitchell Apartments,2007,4.5
Casa Mitchell Apartments,2008,4.2
Casa Mitchell Apartments,2009,3.5
Casa Mitchell Apartments,2010,3.4615384615384617
Casa Mitchell Apartments,2011,4.1875
Casa Mitchell Apartments,2012,3.875
Casa Mitchell Apartments,2013,4.1
Casa Mitchell Apartments,2014,4.32
Casa Mitchell Apartments,2015,3.8461538461538463
Casa Mitchell Apartments,2016,4.095238095238095
Casa Mitchell Apartments,2017,4.235294117647059
Casa Mitchell Apartments,2018,4.5
Casa Mitchell Apartments,2019,3.8181818181818183
Casa Mitchell Apartments,2020,4.0
Casa Mitchell Apartments,2021,4.111111111111111
Casa Mitchell Apartments,2022,4.214285714285714
Casa Mitchell Apartments,2023,4.3076923076923075
Casa Mitchell Apartments,2024,4.25
Casa Mitchell Apartments,2025,3.75
Casa Morais,2011,4.5
Casa Morais,2012,4.0
Casa Morais,2013,5.0
Casa Morais,2014,4.5
Casa Morais,2015,4.714285714285714
Casa Morais,2016,4.0
Casa Morais,2017,4.2
Casa Pinha,2009,5.0
Casa Pinha,2010,5.0
Casa Pinha,2011,2.5
Casa Pinha,2012,4.0
Casa Pinha,2013,3.75
Casa Pinha,2014,4.0
Casa Pinha,2015,3.0
Casa Pinha,2016,4.0
Casa Pinha,2017,3.0
Casa Pinha,2018,1.0
Casa Pinha,2024,5.0
Casa Pinha,2025,5.0
Casa Pinto,2010,4.666666666666667
Casa Pinto,2011,4.833333333333333
Casa Pinto,2012,4.666666666666667
Casa Pinto,2013,4.818181818181818
Casa Pinto,2014,4.6
Casa Pinto,2015,4.631578947368421
Casa Pinto,2016,4.5
Casa Pinto,2017,4.8
Casa Pinto,2018,3.8
Casa Pinto,2019,4.333333333333333
Casa Pinto,2020,5.0
Casa Pinto,2023,3.3333333333333335
Casa Pinto,2024,4.5
Casa Pinto,2025,3.3333333333333335
Casa Vela Boutique House,2011,4.25
Casa Vela Boutique House,2012,4.534883720930233
Casa Vela Boutique House,2013,4.414634146341464
Casa Vela Boutique House,2014,4.564102564102564
Casa Vela Boutique House,2015,4.709677419354839
Casa Vela Boutique House,2016,4.515151515151516
Casa Vela Boutique House,2017,4.580645161290323
Casa Vela Boutique House,2018,4.5813953488372094
Casa Vela Boutique House,2019,4.451612903225806
Casa Vela Boutique House,2020,4.615384615384615
Casa Vela Boutique House,2021,4.571428571428571
Casa Vela Boutique House,2022,4.575
Casa Vela Boutique House,2023,4.35
Casa Vela Boutique House,2024,4.27027027027027
Casa Vela Boutique House,2025,4.541666666666667
Casa da Aldeia,2021,4.0
Casa da Aldeia,2023,5.0
Casa da Aldeia,2024,4.923076923076923
Casa da Aldeia,2025,5.0
Casa da Tita,2016,5.0
Casa da Tita,2017,4.666666666666667
Casa da Tita,2018,5.0
Casa da Tita,2019,4.5
Casa da Tita,2020,4.666666666666667
Casa da Tita,2022,5.0
Casa da Tita,2023,5.0
Casa da Tita,2024,5.0
Casa das Merceeiras,2013,4.75
Casa das Merceeiras,2014,4.444444444444445
Casa das Merceeiras,2015,4.6
Casa das Merceeiras,2016,4.818181818181818
Casa das Merceeiras,2017,4.5
Casa das Merceeiras,2018,4.6
Casa das Merceeiras,2019,4.571428571428571
Casa das Merceeiras,2020,5.0
Casa de Santa Cruz,2014,5.0
Casa de Santa Cruz,2018,5.0
Casa de Santa Cruz,2019,5.0
Casa de Santa Cruz,2020,5.0
Casa de Santa Cruz,2021,5.0
Casa de Santa Cruz,2023,5.0
Casa de Santa Cruz,2025,5.0
Casa de Sezim,2006,5.0
Casa de Sezim,2011,5.0
Casa de Sezim,2012,4.714285714285714
Casa de Sezim,2013,4.333333333333333
Casa de Sezim,2014,4.666666666666667
Casa de Sezim,2015,4.555555555555555
Casa de Sezim,2016,4.5
Casa de Sezim,2017,4.8
Casa de Sezim,2018,5.0
Casa de Sezim,2019,4.5
Casa de Sezim,2021,3.0
Casa de Sezim,2022,4.5
Casa de Sezim,2023,5.0
Casa de Sezim,2025,4.0
Casa do Cabeco,2018,5.0
Casa do Cabeco,2019,4.6
Casa do Cabeco,2020,3.6666666666666665
Casa do Cabeco,2021,5.0
Casa do Cabeco,2022,4.0
Casa do Cabeco,2023,4.8
Casa do Cabeco,2024,4.916666666666667
Casa do Cabeco,2025,5.0
Casa do Moleiro,2013,5.0
Casa do Moleiro,2015,5.0
Casa do Moleiro,2017,4.0
Casa do Moleiro,2021,5.0
Casa do Moleiro,2024,5.0
Casa do Moleiro,2025,5.0
Casas Campo Cimo da Quinta,2013,5.0
Casas Campo Cimo da Quinta,2014,4.5
Casas Campo Cimo da Quinta,2015,4.0
Casas Campo Cimo da Quinta,2016,4.0
Casas Campo Cimo da Quinta,2017,4.0
Casas Campo Cimo da Quinta,2023,3.6666666666666665
Casas Campo Cimo da Quinta,2024,4.0
Casas Campo Cimo da Quinta,2025,1.0
Casas do Porto - Ribeira Apartments,2014,4.666666666666667
Casas do Porto - Ribeira Apartments,2015,4.787878787878788
Casas do Porto - Ribeira Apartments,2016,4.764705882352941
Casas do Porto - Ribeira Apartments,2017,4.73469387755102
Casas do Porto - Ribeira Apartments,2018,4.613636363636363
Casas do Porto - Ribeira Apartments,2019,4.739130434782608
Casas do Porto - Ribeira Apartments,2020,5.0
Casas do Porto - Ribeira Apartments,2021,5.0
Casas do Porto - Ribeira Apartments,2022,4.923076923076923
Casas do Porto - Ribeira Apartments,2023,4.782608695652174
Casas do Porto - Ribeira Apartments,2024,4.846153846153846
Casas do Porto - Ribeira Apartments,2025,4.694444444444445
Casazul,2012,5.0
Casazul,2013,4.25
Casazul,2014,4.666666666666667
Casazul,2015,4.333333333333333
Casazul,2016,4.333333333333333
Casazul,2017,4.166666666666667
Casazul,2018,3.3333333333333335
Casazul,2025,5.0
Chalet Relogio,2011,3.0
Chalet Relogio,2012,3.5
Chalet Relogio,2013,4.0
Chalet Relogio,2014,4.6
Chalet Relogio,2015,4.6
Chalet Relogio,2016,3.7857142857142856
Chalet Relogio,2017,4.0
Chalet Relogio,2018,2.6666666666666665
Chalet Relogio,2019,4.25
Chalet Relogio,2020,4.0
Chalet Relogio,2022,4.0
Chalet Relogio,2023,4.25
Chalet Relogio,2024,3.0
Chalet Relogio,2025,2.2
Charming Antas House,2017,5.0
Charming Antas House,2018,4.666666666666667
Charming Antas House,2019,5.0
Charming Antas House,2021,4.0
Charming Antas House,2022,5.0
Charming Antas House,2023,5.0
Charming Antas House,2024,4.857142857142857
Chicks On Waves,2019,4.3
Chicks On Waves,2020,5.0
Chicks On Waves,2022,5.0
Chicks On Waves,2023,5.0
Chicks On Waves,2024,5.0
Chicks On Waves,2025,5.0
Cidnay Santo Tirso - Charming Hotel & Executive Center,2011,4.4
Cidnay Santo Tirso - Charming Hotel & Executive Center,2012,4.75
Cidnay Santo Tirso - Charming Hotel & Executive Center,2013,4.142857142857143
Cidnay Santo Tirso - Charming Hotel & Executive Center,2014,4.166666666666667
Cidnay Santo Tirso - Charming Hotel & Executive Center,2015,4.571428571428571
Cidnay Santo Tirso - Charming Hotel & Executive Center,2016,4.25
Cidnay Santo Tirso - Charming Hotel & Executive Center,2017,4.4
Cidnay Santo Tirso - Charming Hotel & Executive Center,2018,4.5
Cidnay Santo Tirso - Charming Hotel & Executive Center,2019,4.0
Cidnay Santo Tirso - Charming Hotel & Executive Center,2020,5.0
Cidnay Santo Tirso - Charming Hotel & Executive Center,2021,5.0
Cidnay Santo Tirso - Charming Hotel & Executive Center,2023,4.666666666666667
Cidnay Santo Tirso - Charming Hotel & Executive Center,2024,4.5
Cidnay Santo Tirso - Charming Hotel & Executive Center,2025,4.75
Cinco Bed & Breakfast,2007,5.0
Cinco Bed & Breakfast,2008,4.666666666666667
Cinco Bed & Breakfast,2009,4.555555555555555
Cinco Bed & Breakfast,2010,4.375
Cinco Bed & Breakfast,2011,4.5
Cinco Bed & Breakfast,2012,4.375
Cinco Bed & Breakfast,2013,4.4
Cinco Bed & Breakfast,2014,4.625
Cinco Bed & Breakfast,2015,4.0
Cinco Bed & Breakfast,2016,4.8
Cinco Bed & Breakfast,2017,5.0
Cinco Bed & Breakfast,2018,5.0
Cinco Bed & Breakfast,2020,5.0
Cinco Bed & Breakfast,2022,5.0
Cinco Bed & Breakfast,2024,4.666666666666667
Cloud 9 Hostel,2011,5.0
Cloud 9 Hostel,2012,4.25
Cloud 9 Hostel,2013,4.777777777777778
Cloud 9 Hostel,2014,4.5
Cloud 9 Hostel,2015,4.222222222222222
Cloud 9 Hostel,2016,4.363636363636363
Cloud 9 Hostel,2017,4.666666666666667
Cloud 9 Hostel,2018,4.375
Cloud 9 Hostel,2019,4.666666666666667
Conii Hostel & Suites,2016,4.75
Conii Hostel & Suites,2017,4.666666666666667
Conii Hostel & Suites,2018,4.8
Conii Hostel & Suites,2019,4.5
Conii Hostel & Suites,2021,5.0
Conii Hostel & Suites,2022,5.0
Convento da Provença,2011,4.0
Convento da Provença,2012,4.5
Convento da Provença,2013,3.5
Convento da Provença,2014,4.0
Convento da Provença,2015,4.333333333333333
Convento da Provença,2016,4.5
Convento da Provença,2017,4.666666666666667
Convento da Provença,2018,4.0
Convento da Provença,2020,5.0
Convento da Provença,2023,3.5
Convento da Provença,2024,4.0
Convento da Provença,2025,2.5
Crowne Plaza Vilamoura,2014,4.070796460176991
Crowne Plaza Vilamoura,2015,3.9109792284866467
Crowne Plaza Vilamoura,2016,3.985632183908046
Crowne Plaza Vilamoura,2017,4.033557046979865
Crowne Plaza Vilamoura,2018,4.089285714285714
Crowne Plaza Vilamoura,2019,3.911602209944751
Crowne Plaza Vilamoura,2020,3.5405405405405403
Crowne Plaza Vilamoura,2021,3.392857142857143
Crowne Plaza Vilamoura,2022,3.8125
Crowne Plaza Vilamoura,2023,3.863013698630137
Crowne Plaza Vilamoura,2024,3.6825396825396823
Crowne Plaza Vilamoura,2025,3.96875
Dixo's Oporto Hostel,2011,4.166666666666667
Dixo's Oporto Hostel,2012,4.75
Dixo's Oporto Hostel,2013,4.542857142857143
Dixo's Oporto Hostel,2014,4.619047619047619
Dixo's Oporto Hostel,2015,4.3
Dixo's Oporto Hostel,2016,4.5
Dixo's Oporto Hostel,2019,3.6666666666666665
Dom Carlos Liberty,2004,4.0
Dom Carlos Liberty,2006,4.0
Dom Carlos Liberty,2007,4.0
Dom Carlos Liberty,2008,4.166666666666667
Dom Carlos Liberty,2009,4.0
Dom Carlos Liberty,2010,4.166666666666667
Dom Carlos Liberty,2011,4.181818181818182
Dom Carlos Liberty,2012,4.314285714285714
Dom Carlos Liberty,2013,3.8333333333333335
Dom Carlos Liberty,2014,3.909090909090909
Dom Carlos Liberty,2015,3.923076923076923
Dom Carlos Liberty,2016,3.8181818181818183
Dom Carlos Liberty,2017,3.75
Dom Carlos Liberty,2018,4.454545454545454
Dom Carlos Liberty,2019,3.5
Dom Carlos Liberty,2022,4.75
Dom Carlos Liberty,2023,4.2
Dom Carlos Liberty,2024,3.466666666666667
Dom Carlos Liberty,2025,4.4
